水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
20.3,7.3,7.75,0.73,0.025,0.005,0.46,87.1,2,4.5,5.09,5.3,2.59,2.2,1.9,1.66,1.77,1.52,0.43,0.9,0.75
21.1,7.29,7.82,0.94,0.025,0.005,0.46,85.2,3,3.79,4.58,4.01,1.8,1.32,0.78,0.86,0.76,0.65,0.01,0.49,0.42
21.1,7.29,7.82,0.94,0.025,0.005,0.46,85.2,3,3.79,4.58,4.01,1.8,1.32,0.78,0.86,0.76,0.65,0.01,0.49,0.42
20.1,7.72,9.67,3.37,0.03,0.044,0.74,1021.8,11.6,5.54,5.53,7.22,5.11,7.96,6.29,6.89,3.67,6.3,5.4,5.23,4.5
19,8.14,9.24,2.3,0.358,0.033,1,33269.4,8,4.93,9.04,10.74,10.96,8.65,6.82,7.17,12.4,8.19,2.45,8,7.81
17.7,7.29,9.15,0.8,0.025,0.013,1.58,127.5,21.6,6.38,7.99,10.01,5.77,4.91,3.25,3.12,2.72,2.38,2.45,1.19,0.76
21.9,7.85,8.83,1.48,0.025,0.02,1.53,158.9,16.5,4.59,6.44,8.94,6.69,5.91,4.45,5.07,5.23,4.5,2.84,3.99,4.2
20.7,7.44,9.34,1.23,0.025,0.052,2.05,176.2,6.1,4.4,6.44,9.1,4.36,3.5,1.59,2.16,1.6,1.3,0.42,1.04,0.7
22.6,7.04,4.28,2.81,0.029,0.079,3.14,378.4,44.9,6.45,7.28,10.28,8.11,9.03,6.21,6.72,4.42,6.18,8.13,7.35,5.75
21.2,6.88,7.44,1.62,0.621,0.083,3.36,243.2,41.4,5.35,4.98,5.2,4.06,5.64,7.23,7.71,3.9,5.57,4.67,4.71,4.31
22.4,6.79,8.7,1.44,0.025,0.005,1.69,151.1,37.5,5.45,6.13,8.68,5.36,4.55,3.07,2.37,1.57,4.18,8.92,4.62,3.62
20.6,7.02,7,1.63,0.154,0.069,2.16,187.4,7.4,4.71,5.59,8.08,5.35,6.07,2.65,3.51,1.76,3.48,1.41,2.77,2.73
20.6,7.41,9.79,4.32,0.025,0.069,2.18,198.4,11.2,4.89,11.98,13.74,14,12.9,12.51,12.47,14.14,11.26,4,10.69,10.27
20.3,6.83,8.11,3.35,0.036,0.068,2.88,117.1,66.2,5.96,7.6,13.6,12.22,13.18,6.17,5.92,5.09,3.74,0.53,1.23,0.82
20.8,7.31,8.68,5.35,0.108,0.051,1.44,2410.4,18,5.87,4.26,7.53,4.71,5.3,2.72,2.48,2.59,2.54,7.99,2.29,1.92
21.8,6.88,7,2.83,0.025,0.056,2.25,163,13.6,4.25,5.49,9.15,6.8,6.73,4.89,5.52,5.75,4.66,14.52,3.59,2.53
20.6,7.41,9.79,4.32,0.025,0.069,2.18,198.4,11.2,4.89,11.98,13.74,14,12.9,12.51,12.47,14.14,11.26,4,10.69,10.27
20.3,6.83,8.11,3.35,0.036,0.068,2.88,117.1,66.2,5.96,7.6,13.6,12.22,13.18,6.17,5.92,5.09,3.74,0.53,1.23,0.82
20.9,7.81,10.05,5.85,0.051,0.063,1.08,259.7,29.7,5.26,5.3,5.91,5.65,7.77,5.38,5.12,4.21,4.73,2.3,4.17,3.73
20.6,6.61,7.28,3.26,0.062,0.038,0.99,142.7,11.9,2.75,3.52,5.14,3.9,4.38,2.05,2.3,1.9,1.44,0.18,1.22,0.86
20.9,7.97,9.5,4.44,0.025,0.026,1.22,110,6.7,3.1,3.14,6.12,3.68,4.05,2.12,2.11,1.8,1.82,1.2,1.14,0.65
20.3,7.03,8.88,3.38,0.27,0.061,2.42,10483.3,7.1,3.75,4.79,7.11,4.59,4.08,2.6,2.47,2.35,2.29,5.51,1.8,1.52
19.3,7.45,8.99,0.98,0.025,0.015,1.96,305.1,20.6,6.83,12.32,16.32,18.88,18.98,19.27,20.77,23.63,20.26,15.65,22.83,20.1
20,7.76,8.44,0.78,0.025,0.015,1.83,295.2,9,5.81,7.37,11.18,10.68,12.69,19.14,21.6,16.1,22.37,14.09,16.37,10.65
16.9,7.84,9.5,0.82,0.025,0.027,2.63,226.2,45.8,7.96,10.42,17.04,14.44,11.67,6.13,5.79,5.15,4.72,3.53,1.74,1.03
20,7.76,8.44,0.78,0.025,0.015,1.83,295.2,9,5.81,7.37,11.18,10.68,12.69,19.14,21.6,16.1,22.37,14.09,16.37,10.65
20.7,7.99,9.7,1,0.025,0.015,1.82,305.2,8.4,4.34,5.94,8.68,4.2,3.48,2.29,2.46,2.01,2.13,1.02,1.2,1.09
20,6.94,8.3,1.79,0.428,0.053,2.51,175.9,8.5,3.99,6.8,7.93,7,6.55,6.66,5.74,7.34,6.18,1.09,4.78,4.44
18.8,7.09,8.41,0.92,0.048,0.021,1.23,156.7,11.8,5.29,7.78,12,7.15,6.06,4.36,5.17,4.1,5.14,7.13,3.09,2.54
15.3,7.48,9.18,1.15,0.132,0.062,2.49,272.1,38,6.18,8.96,13.82,10.08,8.59,4.42,4.66,3.91,3.23,4,1.51,0.97
15.4,7.09,9.28,1.01,0.091,0.02,1.29,136.1,17.7,4.04,6.28,10.84,7.91,6.69,3.32,4.17,3.02,2.61,2.9,1.51,0.86
13.2,7.96,9.8,1.18,0.058,0.039,1.37,249.2,7,5.49,10.48,11.64,11.52,10.15,10.28,10.72,11.96,9.14,11.3,9.13,7.38
14.1,7.62,9,0.77,0.057,0.029,1.17,119.5,6.3,5.53,9.09,9.85,10.18,10.76,10.86,11.31,13.07,11.53,6.73,12.77,12.25
18,7.56,9.65,0.7,0.057,0.018,1.02,95.5,8.5,5.33,6.1,9.04,4.08,2.93,1.56,1.76,1.44,1.52,0.23,1.38,0.94
18,7.56,9.65,0.7,0.057,0.018,1.02,95.5,8.5,5.33,6.1,9.04,4.08,2.93,1.56,1.76,1.44,1.52,0.23,1.38,0.94
15.1,7.17,9.43,0.85,0.025,0.008,1.38,131.1,5.5,5.43,5.91,7.57,3.59,3.1,2.32,2.37,2,2.04,1.52,1.15,0.41
18.3,8.03,9.87,1.45,0.025,0.014,1.57,166.5,1.7,3.05,6.81,8.11,7.63,5.59,4.78,4.93,6.93,5.43,2.88,6.31,5.69
17.2,7.49,10.15,1.04,0.025,0.048,1.71,164,3.1,4.32,5.75,8.43,3.82,2.67,1.26,1.32,1.18,1.21,0.1,1.09,0.92
20,7.1,5.22,2.65,0.034,0.067,3.64,648.5,42.2,5.22,6.2,9.39,6.5,6.58,3.25,3.43,2.85,3.5,7.27,2.35,3.49
17.4,6.86,6.62,2.1,0.431,0.091,3.42,243.8,56.9,4.97,3.79,4.58,3.06,5.69,6.43,5.74,3.03,5.9,3.59,6.45,5.73
19.2,6.95,9.6,1.55,0.025,0.005,1.48,154,25.3,4.55,4.65,7.23,3.88,3.56,2.11,1.38,1.59,2.32,8.38,2.48,1.84
17.6,7.24,7.74,1.87,0.025,0.072,2.15,175.9,16,3.41,3,4.34,2.89,3.43,2.46,2.99,1.14,2.85,2.73,2.76,2.61
20.7,7.4,9.04,0.75,0.036,0.02,0.86,90.8,6.2,4.61,5.9,7.28,3.75,2.89,2.04,1.94,1.78,2.08,2.09,1.54,1.24
19.2,7.17,9.23,1.17,0.025,0.01,0.88,101.4,3.1,5.13,6.78,8.86,4.43,3.97,2.5,2.81,2.27,1.97,1.57,1.32,1.09
19.1,7.43,9.51,1.89,0.137,0.037,2.22,143,19.3,6.25,13.38,16.64,16.42,11.46,9.83,11.24,15.62,11.72,5.81,12.17,11.28
20.7,7.4,9.04,0.75,0.036,0.02,0.86,90.8,6.2,4.61,5.9,7.28,3.75,2.89,2.04,1.94,1.78,2.08,2.09,1.54,1.24
19.6,7.11,7.55,0.87,0.025,0.005,0.43,90.7,2.8,3.65,4.32,4.22,1.95,1.66,1.21,1.31,1.2,1.08,0.32,0.77,0.43
20.7,7.4,9.04,0.75,0.036,0.02,0.86,90.8,6.2,4.61,5.9,7.28,3.75,2.89,2.04,1.94,1.78,2.08,2.09,1.54,1.24
19.2,7.17,9.23,1.17,0.025,0.01,0.88,101.4,3.1,5.13,6.78,8.86,4.43,3.97,2.5,2.81,2.27,1.97,1.57,1.32,1.09
19.1,7.43,9.51,1.89,0.137,0.037,2.22,143,19.3,6.25,13.38,16.64,16.42,11.46,9.83,11.24,15.62,11.72,5.81,12.17,11.28
21.3,7.99,8.37,3.2,0.381,0.024,1.25,40532.8,7.9,3.23,5.31,7.32,3.25,2,0.77,0.26,0.69,0.47,1.79,0.97,1.1
20.7,7.4,9.04,0.75,0.036,0.02,0.86,90.8,6.2,4.61,5.9,7.28,3.75,2.89,2.04,1.94,1.78,2.08,2.09,1.54,1.24
19.6,7.11,7.55,0.87,0.025,0.005,0.43,90.7,2.8,3.65,4.32,4.22,1.95,1.66,1.21,1.31,1.2,1.08,0.32,0.77,0.43
19.9,8.69,11.31,3.98,0.025,0.038,1.22,1337.8,6.2,5.2,5.06,6.69,5.61,8.44,7.63,7.79,4.55,7.66,6.61,6.11,5.09
19.2,8.91,11.32,7.02,0.088,0.054,1.16,5953.2,11.7,3.37,3.27,3.94,2.3,3.72,2.19,3.67,1.5,2.55,3.51,3.22,3.21
20,8,7.73,2.92,0.24,0.035,1,27483.4,3.2,2.99,7.41,8.05,8.55,6.65,6.5,7.48,9.69,6.71,2.11,8.42,7.71
16.9,7.15,9.45,1.23,0.025,0.021,1.34,132.1,3.1,5.59,6.69,7.76,4.28,3.72,2.72,2.92,2.64,2.55,2.3,1.54,0.9
19.7,7.88,9.39,1.56,0.025,0.012,1.49,167.7,71.8,4.27,6.7,8.04,6.98,5.84,4.81,6.43,5.88,5.31,3.61,4.51,4.73
20.6,7.05,5.61,3.06,0.091,0.076,3.52,515.9,36.6,5.64,6.67,9.08,6.73,7.52,5.57,5.66,3.49,5.6,8.72,6.25,4.83
18,6.95,7.55,1.9,0.413,0.066,2.9,225.2,17.8,3.27,2.72,2.67,2.01,4.04,4.17,4.23,1.85,4.58,2.39,3.9,3.87
20.1,6.99,9.41,1.44,0.025,0.005,1.5,156.2,21.2,5.69,6,7.13,4.81,4.9,4.22,3.31,2.65,2.8,9.54,3.78,3.42
19.6,7.2,7.9,1.85,0.054,0.065,1.9,202.8,7.7,3.86,4.51,5.82,3.38,4.88,4.6,3.07,1.54,3.16,2.91,4.5,3.84
20.5,7.24,8.4,1.87,0.031,0.051,1.66,198.2,4.8,7.27,4.54,6.64,3.72,7.93,6.72,6.1,2.17,5.98,4.14,6.36,6.31
19.8,7.05,7.97,2.06,0.509,0.132,3,350.8,13.3,3.01,5.15,7.12,4.47,3.71,1.86,2.01,1.79,1.49,0.63,1.35,1.07
19.7,8.24,11.78,5.59,0.111,0.152,3.01,10287.8,58.8,3.63,9.9,13.3,11.36,12.64,9.02,8.56,10.8,8.76,2.87,8.24,7.98
19.7,7.51,10.55,4.08,0.543,0.123,3.39,1627.8,25.6,3.58,4.7,5.55,4.33,5.89,4.07,4.34,3.2,4.64,2.48,3.98,3.42
19.7,7.19,9.33,3.14,0.367,0.052,1.89,16868.5,12.3,3.66,4.5,7.02,4.92,4.64,2.44,2.62,2.22,1.94,5.21,1.67,1.39
18.1,7.71,8.7,1.18,0.025,0.013,1.91,315.3,3.7,5.38,7.06,10.62,10.36,13.09,19.79,22.38,15.92,23.75,15.58,19.73,14.23
17.6,7.49,9.06,4.76,0.183,0.048,4.41,396.2,82.1,4.67,6.07,8.24,7.18,6.38,3.46,3.32,2.89,2.53,1.58,1.56,1.28
19.7,8.24,11.78,5.59,0.111,0.152,3.01,10287.8,58.8,3.63,9.9,13.3,11.36,12.64,9.02,8.56,10.8,8.76,2.87,8.24,7.98
18.3,7.12,7.66,3.69,0.248,0.078,1.39,23588,31,6.45,5.95,7.31,6.5,10.18,8.52,9.09,3.78,8.34,6,7.18,5.52
17.7,7.7,8.89,4.55,0.076,0.652,1.96,335,815.9,4.77,7.15,9.82,6.87,5.77,2.97,3.2,2.79,2.46,1.4,1.92,1.72
18.1,7.71,8.7,1.18,0.025,0.013,1.91,315.3,3.7,5.38,7.06,10.62,10.36,13.09,19.79,22.38,15.92,23.75,15.58,19.73,14.23
18.7,7.92,10.3,0.71,0.025,0.014,1.85,310.2,8.8,3.46,5.63,7.88,3.87,2.98,1.6,2,1.44,1.5,1.09,1.09,0.82
18.2,7.86,9.26,1.88,0.06,0.07,2.34,331.1,101.4,4.87,6.31,8.86,5.92,4.91,2.61,2.49,2.27,2.05,1.22,1.44,1.32
17,7.55,10.01,1.66,0.146,0.057,2.21,275.8,27.8,5.13,7.06,11.08,7.28,6.59,2.92,3.06,2.39,1.68,5.61,1.09,0.94
16.8,7.46,8.28,1.91,0.479,0.069,3.14,273.1,35.3,4.84,6.97,10.6,7.29,6.2,2.74,2.61,2.42,1.92,0.76,1.18,1.15
18.8,7.49,7.72,1.31,0.654,0.094,3.12,401.6,8.3,5.12,5.26,5.86,5.65,6.69,5.8,5.45,4.68,5.79,8.59,5.56,4.45
18.4,8.11,9.53,1.46,0.044,0.043,1.74,286.5,19.6,5.59,14.46,16.72,18.26,17.75,20.83,22.74,23.72,25.28,19.87,23.76,20.71
18.4,7.89,8.84,2.1,0.194,0.121,2.15,2957.5,78.1,6.19,7.94,9.72,9.68,7.71,5.93,5.94,8.87,5.2,3.61,5.01,5.02
18.4,8.26,9.37,1.54,0.029,0.055,2.21,613.6,29.4,5.77,3.84,4.61,4.06,7.54,6.38,6.21,2.58,5.8,3.8,5.84,5.55
19.5,7.81,8.64,5.92,1.381,0.102,4.68,-1,58.3,5.13,15.42,19.02,17.2,10.03,9.93,10.48,17.96,9.34,3.99,7.74,7.05
18.8,7.72,7.7,1.41,0.121,-2,-2,330,18.6,5.21,5.87,6.91,7.06,9.23,16.47,17.86,14.62,18.35,19.5,13.02,8.72
18.8,7.49,7.72,1.31,0.654,0.094,3.12,401.6,8.3,5.12,5.26,5.86,5.65,6.69,5.8,5.45,4.68,5.79,8.59,5.56,4.45
18.2,7.54,7.81,2.16,0.364,0.117,3.91,320.6,118.1,4.87,6.9,9.83,8.5,7.43,3.52,3.62,3.19,2.42,1.8,1.43,1.16
17.2,7.81,8.41,2.19,0.17,0.082,3.9,188.2,134.5,4.83,6.54,8.98,6.49,5.33,2.54,2.61,2.17,1.77,1.03,1.32,1.23
18.3,7.63,8.93,1.75,0.208,0.076,2.98,2347.7,64.2,5.61,8.79,12.18,8.75,6.83,2.75,2.87,2.48,1.89,1.08,1.36,1.28
18.5,7.78,8.15,3.74,0.361,0.076,4.59,18223.9,129,6.65,10.26,11.5,11.22,11.22,8.44,8.56,9.94,7.74,4.03,7.41,7.31
18,7.53,6.94,5.75,0.238,0.2,7.34,620.3,159.3,5.36,7.43,9.98,8.43,9.72,5.87,5.76,5.24,4.09,2.46,2.47,1.85
17.5,7.41,7.23,4.44,0.089,0.106,5.19,3446.5,185.5,6.11,8.52,11.47,9.4,8.84,4.26,3.96,4.02,2.92,2.48,1.47,1.37
18.1,7.44,5.99,6.96,0.435,0.212,8.06,6256.8,247.9,6.22,8.46,11.55,9.49,8.37,4.52,4.32,3.98,3.18,1.65,1.83,1.54
17.6,7.81,8.15,1.98,0.228,0.062,3,372.2,27.2,5.35,7.25,10.51,8.34,7.04,3.13,3.15,2.67,1.85,1.2,1.34,1.3
17.4,7.54,8.55,1.84,0.292,0.064,3.03,340.3,38.6,5.39,7.82,10.63,8.76,7.46,3.51,3.6,3.07,2.4,1.4,1.65,1.34
19.3,7.64,9.48,2.59,0.123,0.06,3.52,571,21,5.11,4.8,7.39,5.48,6.09,4.15,4.19,3.93,3.66,10.03,4.09,2.73
18.2,7.86,9.26,1.88,0.06,0.07,2.34,331.1,101.4,4.87,6.31,8.86,5.92,4.91,2.61,2.49,2.27,2.05,1.22,1.44,1.32
20.8,7.39,6,6.85,0.838,0.26,13.42,8468.7,79.1,3.87,5.11,7.46,5.73,5.6,2.82,3.12,2.74,2.41,2.13,1.74,1.63
18.8,7.72,7.7,1.41,0.121,-2,-2,330,18.6,5.21,5.87,6.91,7.06,9.23,16.47,17.86,14.62,18.35,19.5,13.02,8.72
18.3,7.6,9.78,0.68,0.03,0.019,0.95,93,7.5,4.06,6.01,8.74,4.46,3.54,2.46,2.44,2.26,2.3,2.2,1.82,1.61
17.6,7.77,9.58,1.68,0.076,0.027,1.54,134.7,16.5,3.61,5.29,7.4,4.27,3.66,2.17,2.21,2.08,1.86,0.98,1.11,1.26
18.8,7.25,9.35,0.98,0.025,0.012,0.88,99.8,5.5,4.03,6.04,8.04,4.44,3.96,2.2,2.83,2.45,2.24,1.23,1.59,1.66
17.8,6.99,6.8,2.36,0.091,0.057,4.14,321.4,19.2,5.18,13.12,15.32,16.28,10.89,9.86,11.94,16.7,12.44,5.41,11.7,10.46
18.3,7.6,9.78,0.68,0.03,0.019,0.95,93,7.5,4.06,6.01,8.74,4.46,3.54,2.46,2.44,2.26,2.3,2.2,1.82,1.61
18.3,7.21,8.22,0.53,0.025,0.012,0.43,91.6,7.2,2.59,3.64,3.6,1.89,1.49,1.25,1.35,1.33,1.16,0.38,0.61,0.53
18.3,7.6,9.78,0.68,0.03,0.019,0.95,93,7.5,4.06,6.01,8.74,4.46,3.54,2.46,2.44,2.26,2.3,2.2,1.82,1.61
17.6,7.77,9.58,1.68,0.076,0.027,1.54,134.7,16.5,3.61,5.29,7.4,4.27,3.66,2.17,2.21,2.08,1.86,0.98,1.11,1.26
18.8,7.25,9.35,0.98,0.025,0.012,0.88,99.8,5.5,4.03,6.04,8.04,4.44,3.96,2.2,2.83,2.45,2.24,1.23,1.59,1.66
17.8,6.99,6.8,2.36,0.091,0.057,4.14,321.4,19.2,5.18,13.12,15.32,16.28,10.89,9.86,11.94,16.7,12.44,5.41,11.7,10.46
18.3,7.6,9.78,0.68,0.03,0.019,0.95,93,7.5,4.06,6.01,8.74,4.46,3.54,2.46,2.44,2.26,2.3,2.2,1.82,1.61
18.3,7.21,8.22,0.53,0.025,0.012,0.43,91.6,7.2,2.59,3.64,3.6,1.89,1.49,1.25,1.35,1.33,1.16,0.38,0.61,0.53
15.9,7.79,10.63,0.65,0.054,0.018,1.26,98.3,5.7,3.43,4.33,5.8,2.24,1.41,0.66,0.87,0.69,0.6,1.36,1.06,1.01
16.7,7.33,9.85,0.91,0.025,0.011,0.87,101.6,4.8,4.08,4.58,7.6,3.66,3.3,1.32,1.24,1.4,0.86,0.51,1.05,1.07
17.1,7.08,7.04,2.25,0.14,0.056,4.29,336.7,18.6,5.44,13.64,16.88,17.32,9.61,9.34,10.55,16.44,11.22,5.08,10.25,9.29
16.8,7.05,7.3,0.54,0.025,0.005,0.4,93,3.5,2.44,2.34,2.63,1.31,0.96,0.76,0.77,0.87,0.73,0.03,0.43,0.35
18.1,8.17,9.27,2.73,0.51,0.028,1.6,46223.1,40.4,6.83,8.69,10.9,8.06,6.4,2.56,2.16,2.37,2.06,2.43,1.65,1.12
13.7,8.44,11.1,6.53,0.091,0.053,1.14,7790,10.6,3.51,3.06,4.7,2.71,3.67,2.37,2.87,1.89,2.61,4.51,2.7,2.41
15.2,8.22,8.87,2.29,0.382,0.039,0.73,35203.9,3.2,4.3,7.85,9.82,9.55,8.53,6.98,7.37,11.45,8.06,2.71,9.44,7.65
15.7,7.22,9.77,0.96,0.025,0.008,1.42,133.1,3,3.34,3.83,5.34,2.48,1.74,1.04,1.1,1.19,1,1.53,0.85,0.44
15.8,8.58,10.48,10,0.078,0.103,4.18,8579.7,26.2,3.32,3.4,4.98,2.69,2.88,1.45,1.56,1.44,1.5,2.93,1.18,1.11
15.9,6.76,9.98,1.67,0.025,0.005,1.62,158.6,17.4,5.61,5.93,8.18,4.8,3.77,2.34,2.47,2.18,1.39,9.84,2.33,1.92
16.7,6.77,10.14,1.25,0.025,0.067,2.48,188.3,3.8,4.59,5.92,8.46,4.08,2.75,1.85,1.53,1.63,1.6,0.65,1.05,0.8
18,7.17,7.39,2.68,0.265,0.104,3.66,501.7,33.4,5.73,5.84,8.22,6.15,6.6,3.4,4.38,2.73,4.04,8.49,3.38,3.51
17.4,7,8.73,1.68,0.359,0.051,2.59,225.3,32.3,4.08,2.27,3.22,2.04,3.76,4.34,3.97,1.39,3.75,2.46,4.73,4.55
16.9,7.43,9.09,2.47,0.063,0.09,2.24,127.8,23.6,5.43,5.24,7.86,5.09,6.81,5.2,4.76,2.89,4.68,3.37,4.9,4.83
17.5,8.51,11.65,5.08,0.025,0.067,2.38,176.7,9.8,5.47,10.46,12.34,11.28,11.8,10.96,10.66,12.3,10.66,4.95,8.65,8.56
17.4,6.97,9.59,3.4,0.025,0.061,3.47,105.5,76.3,4.67,7.06,12.1,9.69,11.8,5.37,5.02,4.21,2.86,0.77,0.92,0.75
17.9,7.21,9.1,3.04,0.025,0.046,2.31,172.4,8.5,4.09,5.98,7.55,5.51,5.04,3.48,3.24,4.89,3.22,11.64,3.19,2.45
17.6,7.82,11.47,5.67,0.025,0.066,0.9,270.8,27.5,3.73,3.06,4.1,3.38,5.66,3.42,3.15,2.19,2.05,2.17,2.16,1.97
17.3,7.35,8.56,4.03,0.044,0.054,1.65,151.7,11,2.22,3.39,4.48,2.73,2.93,1.28,1.45,1.17,1.01,0.28,0.55,0.45
17.5,7.76,9.96,3.8,0.031,0.025,1.14,104.6,5.6,2.45,3.32,5.51,2.83,2.6,1.36,1.21,1.04,1.14,1.02,0.93,0.6
16.7,7.41,9.77,3.27,0.187,0.046,1.77,15404.2,8.7,3.04,3.61,5.76,3.38,3.51,2.23,2.39,2.35,1.73,6.06,1.35,0.7
16.7,7.75,10.04,0.69,0.025,0.014,2.02,324.6,41.4,5.64,9.85,13.26,14.98,16.06,17.37,17.46,19.46,17.49,15.05,17.22,15.52
13.2,7.89,10.34,0.97,0.025,0.027,2.36,210.8,36.8,6.24,9.53,16.98,13.44,10.1,4.2,3.82,3.49,2.63,2.35,0.81,0.9
17.2,7.94,10.68,0.49,0.025,0.012,1.92,316,17.7,3.23,5.52,7.52,3.38,2.59,1.7,1.73,1.45,1.29,0.93,0.77,0.58
16.5,7.31,8.81,2.48,0.076,0.072,2.07,127.6,20.8,8.56,7.44,9.24,5.29,8,6.73,5.95,2.41,5.4,4.18,6.68,5.29
18.4,7.81,10.4,0.73,0.025,0.02,1.04,96.1,6.3,4.25,6.15,7.38,4.03,2.99,1.45,1.68,1.26,1.04,1.75,1.69,1.24
17.3,6.94,6.91,0.75,0.025,0.006,0.41,88.2,3.2,3.65,4.28,3.81,2.79,2.09,1.35,1.41,1.19,1.06,0.01,0.94,0.64
17.3,8.93,12,4.53,0.025,0.04,1.38,1713.2,7.1,7.1,6.54,8.41,7.27,10.54,9.12,9.76,5.72,8.33,6.84,7.04,5.58
17.4,8.62,11.75,6.82,0.183,0.059,1.31,7442.1,13,3.73,5.05,5.47,3.87,5.22,4.03,3.98,2.81,3.61,3.89,2.69,3.02
13.5,7.5,9.84,4.52,0.125,0.062,2.32,204.3,8.7,5.72,9.72,10.88,11.38,11.74,12.06,11.36,11.88,11.28,5.62,9.05,9.09
13.5,7.04,10.73,3.45,0.025,0.062,4.05,113.7,60.4,5,7.5,12.64,9.71,11.68,5.89,5.37,4.69,3.27,1.19,1.22,1.17
14.5,7.45,10.29,3.14,0.025,0.053,2.3,175.3,14.5,3.57,5.17,7.97,5.13,5.36,3.35,3.31,3.65,3.02,11.55,2.81,1.86
13.4,7.37,10.23,5.12,0.034,0.071,0.97,263.1,24.2,3.83,3.21,4.62,3.64,6.07,3.8,3.85,2.15,2.6,3.36,2.55,2.3
14.4,7,7.61,3.29,0.13,0.052,2.18,161.1,10.8,2.04,3.34,4.66,2.84,2.99,1.69,1.62,1.42,1.26,0.65,0.94,0.78
14.4,7.5,10.38,3.98,0.032,0.027,1.16,120.3,6.6,2.07,3.57,5.94,3.18,3.23,1.67,1.89,1.72,1.64,1.5,1.17,0.98
12.7,7.53,10.26,3.04,0.387,0.046,1.62,21116.1,5.7,2.72,3.84,5.7,2.96,2.93,2.02,2.24,2.43,2.01,5.79,1.93,1.29
14.7,7.39,9.97,0.67,0.025,0.012,2.2,327.6,36.6,5.34,7.99,11.52,12.78,14.55,14.29,15.67,16.18,16.25,14.31,15.5,14.1
10.4,7.88,10.97,0.65,0.025,0.022,2.22,221.4,28.5,4.96,8.22,14.32,11.04,8.29,3.5,3.56,3.49,2.62,2.71,1.8,1.57
13.2,7.47,9.92,2.17,0.104,0.071,2.01,143,7.4,6.41,5.29,7.21,4.06,4.83,4.71,4.56,1.66,3.62,3.92,4.36,3.68
18.2,7.85,10.39,0.68,0.027,0.022,1.06,94.4,3.9,5.41,7.28,8.68,4.83,3.95,2.66,2.91,2.55,2.53,1.85,1.97,1.58
17.1,7.06,8.1,0.89,0.025,0.01,0.45,82.7,4.2,3.06,3.58,3.95,2.43,2,1.75,1.63,1.58,1.4,0.4,0.83,0.68
13.9,8.97,12.88,5.24,0.025,0.043,1.47,1822.1,7.9,5.2,3.93,5.79,4.43,8.2,6.72,6.74,3.49,6.08,7.07,5.79,5.03
16,8.52,9.85,3.25,0.439,0.053,0.97,29777.2,5.8,3.7,7.92,10.24,10.44,7.88,7.69,7.1,11.71,7.06,2.21,7.43,7.87
14.7,9.01,9.25,10.52,0.025,0.072,5.5,5727.3,12.4,2.37,3.24,4.04,2.38,3.07,1.62,1.66,1.36,1.16,1.93,0.76,0.81
15.8,7.67,7.19,6.2,0.458,0.14,4.05,22000.3,99.3,6.52,8.39,9.62,8.35,8.43,5.1,5.42,5.01,4.36,5.62,2.9,2.28
17.6,7.22,9.59,1.07,0.025,0.005,1.53,165.2,21.4,6.19,6.89,8.82,5.53,6.38,4.64,3.92,2.87,3.49,10.75,5.32,3.89
14.6,7.46,10.31,1.28,0.138,0.068,1.96,182.7,4.9,4.09,5.82,8.47,4.06,2.9,1.47,1.85,1.45,1.16,0.59,1.33,1.04
17,7.13,6.87,3.59,0.427,0.106,4.27,633.3,63.7,5.59,7.15,10.28,8.25,9.1,5.93,5.82,4.33,5.29,9.07,7.52,8.08
14.6,7.42,10.32,2.52,0.056,0.066,1.72,199.7,6.5,3.37,3.86,5.24,3.28,4.75,2.57,4.07,1.58,3.52,2.97,2.9,3.47
16.1,8.88,11.52,5.65,0.168,0.108,2.26,17206.2,17.5,5.91,6.69,8.66,6.66,8.73,6.29,5.91,4.82,4.89,7.49,3.77,2.78
15.7,7.4,10.38,2.43,0.03,0.066,1.65,202.6,5,6,4.6,6.62,4.47,7.16,5.4,5.88,3.29,5.16,4.56,5.32,4.81
15.4,7.7,9.9,0.85,0.025,0.011,1.99,321.4,3.6,5.7,7.39,10.88,11.16,14.63,20.34,22.38,19.02,24.18,13.14,20.77,15.67
15.4,7.71,12.62,3,0.15,0.04,4.16,398.5,10,5.85,7.8,9.82,8.72,7.88,4.26,4.15,3.68,3.06,1.57,1.65,1.14
15.8,8.43,14.73,1.04,1.224,0.182,4.14,8498.3,45.4,6.09,11.64,14.38,13.36,12.93,11.43,11.17,14.62,9.25,4.64,10.68,9.93
15.7,7.09,9.61,4.19,0.179,0.057,1.21,27031.1,17.9,7.32,6.59,7.8,5.62,8.95,8.72,8.25,5.89,8.05,6.66,7.76,6.45
15.5,7.93,10.21,0.7,0.1,0.025,1.81,334,9.3,5.12,7.23,9.32,5.86,4.92,3.24,2.9,2.6,2.44,1.09,1.41,1.11
16.1,7.85,10.6,0.31,0.025,0.008,1.95,312.6,8.3,3.27,5.08,7,3.36,2.7,1.75,1.7,1.29,1.31,1.22,1.43,1.09
16.3,8,10.18,1.53,0.044,0.024,1.98,311,15.4,5.77,6.73,8.77,5.34,4.21,2.18,2.26,2.06,1.94,0.9,1.08,0.81
